EmissionsSource;Area;EmissionsType_code;EmissionsType;EmissionsProcess_code;EmissionsProcess;Year;Unit;Emissions_gigagrams_per_year;Emissions_ton_per_year;Description
Agriculture Total;Serbia;7231;Emissions (CO2eq);5067;Burning - Savanna;2015;gigagrams;0.153;153;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;5067;Burning - Savanna;2015;gigagrams;0.0662;66.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5067;Burning - Savanna;2015;gigagrams;0.0868;86.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5067;Burning - Savanna;2015;gigagrams;0.0003;0.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);5067;Burning - Savanna;2016;gigagrams;0.0041;4.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5067;Burning - Savanna;2016;gigagrams;0.2003;200.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;5067;Burning - Savanna;2016;gigagrams;0.0862;86.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5067;Burning - Savanna;2016;gigagrams;0.1141;114.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5067;Burning - Savanna;2016;gigagrams;0.0004;0.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);5067;Burning - Savanna;2017;gigagrams;0.0092;9.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);5067;Burning - Savanna;2017;gigagrams;0.4481;448.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;5067;Burning - Savanna;2017;gigagrams;0.1934;193.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;5067;Burning - Savanna;2017;gigagrams;0.2547;254.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);5067;Burning - Savanna;2017;gigagrams;0.0008;0.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);1711;Agriculture total;2012;gigagrams;138.7304;138730.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);1711;Agriculture total;2012;gigagrams;6750.7036;6750703.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;1711;Agriculture total;2012;gigagrams;2913.3385;2913338.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;1711;Agriculture total;2012;gigagrams;3837.3652;3837365.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);1711;Agriculture total;2012;gigagrams;12.3786;12378.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);1711;Agriculture total;2013;gigagrams;135.8752;135875.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);1711;Agriculture total;2013;gigagrams;6685.6405;6685640.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;1711;Agriculture total;2013;gigagrams;2853.3785;2853378.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;1711;Agriculture total;2013;gigagrams;3832.262;3832262;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);1711;Agriculture total;2013;gigagrams;12.3621;12362.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);1711;Agriculture total;2014;gigagrams;139.2551;139255.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);1711;Agriculture total;2014;gigagrams;6165.1698;6165169.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;1711;Agriculture total;2014;gigagrams;2924.3579;2924357.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;1711;Agriculture total;2014;gigagrams;3240.8119;3240811.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);1711;Agriculture total;2014;gigagrams;10.4542;10454.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);1711;Agriculture total;2015;gigagrams;137.4053;137405.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);1711;Agriculture total;2015;gigagrams;5986.9471;5986947.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;1711;Agriculture total;2015;gigagrams;2885.512;2885512;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;1711;Agriculture total;2015;gigagrams;3101.4351;3101435.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);1711;Agriculture total;2015;gigagrams;10.0046;10004.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);1711;Agriculture total;2016;gigagrams;132.2559;132255.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);1711;Agriculture total;2016;gigagrams;6217.4573;6217457.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;1711;Agriculture total;2016;gigagrams;2777.3737;2777373.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;1711;Agriculture total;2016;gigagrams;3440.0835;3440083.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);1711;Agriculture total;2016;gigagrams;11.097;11097;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7225;Emissions (CH4);1711;Agriculture total;2017;gigagrams;132.1815;132181.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);1711;Agriculture total;2017;gigagrams;5907.9337;5907933.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7244;Emissions (CO2eq) from CH4;1711;Agriculture total;2017;gigagrams;2775.811;2775811;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;1711;Agriculture total;2017;gigagrams;3132.1227;3132122.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7230;Emissions (N2O);1711;Agriculture total;2017;gigagrams;10.1036;10103.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);1709;Agricultural Soils;2012;gigagrams;3478.6799;3478679.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;1709;Agricultural Soils;2012;gigagrams;3478.6799;3478679.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);1709;Agricultural Soils;2013;gigagrams;3483.4888;3483488.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;1709;Agricultural Soils;2013;gigagrams;3483.4888;3483488.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);1709;Agricultural Soils;2014;gigagrams;2883.7775;2883777.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;1709;Agricultural Soils;2014;gigagrams;2883.7775;2883777.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);1709;Agricultural Soils;2015;gigagrams;2749.785;2749785;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;1709;Agricultural Soils;2015;gigagrams;2749.785;2749785;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);1709;Agricultural Soils;2016;gigagrams;3102.4479;3102447.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;1709;Agricultural Soils;2016;gigagrams;3102.4479;3102447.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7231;Emissions (CO2eq);1709;Agricultural Soils;2017;gigagrams;2796.0294;2796029.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Serbia;7243;Emissions (CO2eq) from N2O;1709;Agricultural Soils;2017;gigagrams;2796.0294;2796029.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7225;Emissions (CH4);5058;Enteric Fermentation;2012;gigagrams;37.5102;37510.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7231;Emissions (CO2eq);5058;Enteric Fermentation;2012;gigagrams;787.7143;787714.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7244;Emissions (CO2eq) from CH4;5058;Enteric Fermentation;2012;gigagrams;787.7143;787714.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7225;Emissions (CH4);5058;Enteric Fermentation;2013;gigagrams;38.0128;38012.8;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7231;Emissions (CO2eq);5058;Enteric Fermentation;2013;gigagrams;798.2683;798268.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7244;Emissions (CO2eq) from CH4;5058;Enteric Fermentation;2013;gigagrams;798.2683;798268.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7225;Emissions (CH4);5058;Enteric Fermentation;2014;gigagrams;37.5346;37534.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7231;Emissions (CO2eq);5058;Enteric Fermentation;2014;gigagrams;788.2273;788227.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7244;Emissions (CO2eq) from CH4;5058;Enteric Fermentation;2014;gigagrams;788.2273;788227.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7225;Emissions (CH4);5058;Enteric Fermentation;2015;gigagrams;37.2586;37258.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7231;Emissions (CO2eq);5058;Enteric Fermentation;2015;gigagrams;782.4314;782431.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7244;Emissions (CO2eq) from CH4;5058;Enteric Fermentation;2015;gigagrams;782.4314;782431.4;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7225;Emissions (CH4);5058;Enteric Fermentation;2016;gigagrams;36.5571;36557.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7231;Emissions (CO2eq);5058;Enteric Fermentation;2016;gigagrams;767.6981;767698.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7244;Emissions (CO2eq) from CH4;5058;Enteric Fermentation;2016;gigagrams;767.6981;767698.1;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7225;Emissions (CH4);5058;Enteric Fermentation;2017;gigagrams;35.4385;35438.5;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7231;Emissions (CO2eq);5058;Enteric Fermentation;2017;gigagrams;744.2093;744209.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7244;Emissions (CO2eq) from CH4;5058;Enteric Fermentation;2017;gigagrams;744.2093;744209.3;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7225;Emissions (CH4);5059;Manure Management;2012;gigagrams;7.7629;7762.9;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7231;Emissions (CO2eq);5059;Manure Management;2012;gigagrams;282.2642;282264.2;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7244;Emissions (CO2eq) from CH4;5059;Manure Management;2012;gigagrams;163.0217;163021.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7243;Emissions (CO2eq) from N2O;5059;Manure Management;2012;gigagrams;119.2426;119242.6;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7230;Emissions (N2O);5059;Manure Management;2012;gigagrams;0.3847;384.7;Aggregate, may include official, semi-official, estimated or calculated data
Agriculture Total;Slovakia;7225;Emissions (CH4);5059;Manure Management;2013;gigagrams;7.99;7990;Aggregate, may include official, semi-official, estimated or calculated data
